id,catalog,messier,caldwell,ngc_ic,name,all_ids,type,mag,constellation,size_arcmin,ra_deg,dec_deg,season
IC5336,IC,,,IC 5336,,IC 5336,GPair,,Pegasus,0.90,354.08204,21.09811,Autumn
IC5336 NED01,IC,,,IC5336 NED01,,IC5336 NED01,G,15.98,Pegasus,0.49,354.07800,21.09947,Autumn
IC5336 NED02,IC,,,IC5336 NED02,,IC5336 NED02,G,15.59,Pegasus,0.59,354.08517,21.09672,Autumn
IC5337,IC,,,IC 5337,,IC 5337,G,14.72,Pegasus,0.96,354.10429,21.15056,Autumn
IC5338,IC,,,IC 5338,,IC 5338,G,13.74,Pegasus,1.26,354.12679,21.14600,Autumn
IC5339,IC,,,IC 5339,,IC 5339,G,14.65,Tucana,1.07,354.52196,-68.44206,Unknown
IC5340,IC,,,IC 5340,,IC 5340,Other,,Aquarius,,354.63479,-4.85461,Autumn
IC5341,IC,,,IC 5341,,IC 5341,G,15.74,Pegasus,0.24,354.61175,26.98511,Autumn
IC5342,IC,,,IC 5342,,IC 5342,G,15.39,Pegasus,0.79,354.66167,27.01136,Autumn
IC5343,IC,,,IC 5343,,IC 5343,G,14.2,Aquarius,0.86,354.84321,-22.49717,Autumn
IC5344,IC,,,IC 5344,,IC 5344,Other,,Aquarius,,354.81600,-4.96675,Autumn
IC5345,IC,,,IC 5345,,IC 5345,G,14.19,Aquarius,0.74,354.88429,-22.41333,Autumn
IC5346,IC,,,IC 5346,,IC 5346,G,15.9,Pegasus,0.60,355.27638,24.94981,Autumn
IC5347,IC,,,IC 5347,,IC 5347,G,15.88,Pegasus,0.72,355.40296,24.88578,Autumn
IC5349,IC,,,IC 5349,,IC 5349,GPair,,Sculptor,1.10,356.59512,-28.00511,Summer
IC5349 NED01,IC,,,IC5349 NED01,,IC5349 NED01,G,15.31,Sculptor,1.00,356.59458,-28.00603,Summer
IC5349 NED02,IC,,,IC5349 NED02,,IC5349 NED02,G,14.96,Sculptor,1.03,356.59621,-28.00325,Summer
IC5350,IC,,,IC 5350,,IC 5350,G,13.68,Sculptor,1.03,356.81096,-27.95772,Summer
IC5351,IC,,,IC 5351,,IC 5351,G,14.64,Pisces,1.70,356.82888,-2.31350,Autumn
IC5352,IC,,,IC 5352,,IC 5352,G,16.65,Pisces,0.45,356.83292,-2.28067,Autumn
IC5353,IC,,,IC 5353,,IC 5353,G,13.05,Sculptor,1.79,356.86913,-28.10947,Summer
IC5354,IC,,,IC 5354,,IC 5354,G,14.98,Sculptor,0.92,356.86808,-28.13600,Summer
IC5355,IC,,,IC 5355,,IC 5355,G,14.35,Andromeda,1.01,356.81371,32.78275,Autumn
IC5356,IC,,,IC 5356,,IC 5356,G,14.98,Pisces,0.97,356.84913,-2.35125,Autumn
IC5357,IC,,,IC 5357,,IC 5357,G,14.03,Pisces,1.58,356.84579,-2.30067,Autumn
IC5358,IC,,,IC 5358,,IC 5358,G,12.63,Sculptor,1.48,356.93767,-28.14075,Summer
IC5359,IC,,,IC 5359,,IC 5359,G,15.71,Pisces,1.23,356.90775,-2.31667,Autumn
IC5360,IC,,,IC 5360,,IC 5360,Other,,Sculptor,,356.97388,-37.05867,Unknown
IC5362,IC,,,IC 5362,,"IC 5362,IC 5363",G,12.85,Sculptor,1.56,357.90304,-28.36506,Summer
IC5364,IC,,,IC 5364,,IC 5364,GPair,,Sculptor,1.50,359.10417,-29.02333,Autumn
IC5364 NED01,IC,,,IC5364 NED01,,IC5364 NED01,G,14.28,Sculptor,1.07,359.09963,-29.02369,Autumn
IC5364 NED02,IC,,,IC5364 NED02,,IC5364 NED02,G,14.39,Sculptor,1.00,359.10517,-29.02339,Autumn
IC5365,IC,,,IC 5365,,IC 5365,Other,,Sculptor,,359.39412,-37.02489,Unknown
IC5366,IC,,,IC 5366,,IC 5366,Other,,Cassiopeia,,359.41829,52.79164,Autumn
IC5367,IC,,,IC 5367,,IC 5367,G,16.8,Pegasus,0.56,359.66212,22.44908,Autumn
IC5369,IC,,,IC 5369,,IC 5369,G,15.23,Andromeda,0.91,359.96058,32.70236,Autumn
IC5370,IC,,,IC 5370,,IC 5370,G,14.76,Andromeda,0.78,0.03825,32.73839,Autumn
IC5371,IC,,,IC 5371,,IC 5371,G,15.7,Andromeda,0.52,0.06158,32.83200,Autumn
IC5372,IC,,,IC 5372,,IC 5372,G,15.61,Andromeda,0.40,0.06775,32.79261,Autumn
IC5373,IC,,,IC 5373,,IC 5373,G,15.07,Andromeda,0.67,0.12004,32.78236,Autumn
IC5374,IC,,,IC 5374,,IC 5374,G,15.37,Pisces,0.67,0.26883,4.50019,Autumn
IC5375,IC,,,IC 5375,,IC 5375,G,15.23,Pisces,0.90,0.26987,4.54061,Autumn
IC5376,IC,,,IC 5376,,IC 5376,G,14.61,Andromeda,1.64,0.33237,34.52572,Autumn
IC5377,IC,,,IC 5377,,IC 5377,G,15.56,Pegasus,0.91,0.52250,16.59028,Autumn
IC5378,IC,,,IC 5378,,IC 5378,GPair,,Pegasus,1.50,0.65750,16.64806,Autumn
IC5378 NED01,IC,,,IC5378 NED01,,IC5378 NED01,G,15.09,Pegasus,0.55,0.65792,16.64378,Autumn
IC5378 NED02,IC,,,IC5378 NED02,,IC5378 NED02,G,16.84,Pegasus,0.60,0.65708,16.65222,Autumn
IC5379,IC,,,IC 5379,,IC 5379,G,15.69,Pegasus,0.55,0.66958,16.60028,Autumn
IC5380,IC,,,IC 5380,,IC 5380,G,15.47,Tucana,0.84,0.70650,-66.18653,Unknown
IC5381,IC,,,IC 5381,,IC 5381,G,14.85,Pegasus,1.23,0.79696,15.96572,Autumn
IC5382,IC,,,IC 5382,,IC 5382,G,15.29,Tucana,0.85,0.85917,-65.19667,Unknown
IC5383,IC,,,IC 5383,,IC 5383,Other,,Pegasus,,0.95333,16.01417,Autumn
IC5385,IC,,,IC 5385,,IC 5385,Other,,Pisces,,1.59875,-0.07667,Autumn
NGC0001,NGC,,,NGC 1,,NGC 1,G,12.93,Pegasus,1.57,1.81600,27.70808,Autumn
NGC0002,NGC,,,NGC 2,,NGC 2,G,14.17,Pegasus,0.95,1.82129,27.67836,Autumn
NGC0003,NGC,,,NGC 3,,NGC 3,G,13.4,Pisces,1.02,1.82000,8.30164,Autumn
NGC0004,NGC,,,NGC 4,,NGC 4,G,16.36,Pisces,0.53,1.85171,8.37378,Autumn
NGC0005,NGC,,,NGC 5,,NGC 5,G,14.61,Andromeda,0.98,1.95363,35.36231,Autumn
NGC0006,NGC,,,NGC 6,,"NGC 6,NGC 20",G,14.41,Andromeda,1.73,2.38625,33.30867,Autumn
NGC0007,NGC,,,NGC 7,,NGC 7,G,13.84,Sculptor,2.47,2.08733,-29.91500,Summer
NGC0008,NGC,,,NGC 8,,NGC 8,**,15.32,Pegasus,,2.18875,23.83889,Autumn
NGC0009,NGC,,,NGC 9,,NGC 9,G,14.59,Pegasus,0.70,2.22792,23.81697,Autumn
NGC0010,NGC,,,NGC 10,,NGC 10,G,12.49,Sculptor,2.35,2.14392,-33.85833,Unknown
NGC0011,NGC,,,NGC 11,,NGC 11,G,14.44,Andromeda,1.44,2.17708,37.44792,Autumn
NGC0012,NGC,,,NGC 12,,NGC 12,G,13.18,Pisces,1.52,2.18646,4.61253,Autumn
NGC0013,NGC,,,NGC 13,,NGC 13,G,14.08,Andromeda,2.28,2.19883,33.43333,Autumn
NGC0014,NGC,,,NGC 14,,NGC 14,G,12.44,Pegasus,1.53,2.19333,15.81556,Autumn
NGC0015,NGC,,,NGC 15,,NGC 15,G,15.08,Pegasus,1.07,2.26029,21.62453,Autumn
NGC0016,NGC,,,NGC 16,,NGC 16,G,12,Pegasus,1.74,2.26788,27.72942,Autumn
NGC0017,NGC,,,NGC 17,,"NGC 17,NGC 34",G,13.52,Cetus,1.15,2.77729,-12.10731,Autumn
NGC0018,NGC,,,NGC 18,,NGC 18,**,14,Pegasus,,2.34625,27.73208,Autumn
NGC0019,NGC,,,NGC 19,,NGC 19,G,13.83,Andromeda,1.21,2.67029,32.98308,Autumn
NGC0021,NGC,,,NGC 21,,"NGC 21,NGC 29",G,13.42,Andromeda,1.38,2.69542,33.35283,Autumn
NGC0022,NGC,,,NGC 22,,NGC 22,G,14.83,Pegasus,1.21,2.45079,27.83231,Autumn
NGC0023,NGC,,,NGC 23,,NGC 23,G,11.98,Pegasus,1.55,2.47254,25.92378,Autumn
NGC0024,NGC,,,NGC 24,,NGC 24,G,11.52,Sculptor,6.18,2.48558,-24.96314,Autumn
NGC0025,NGC,,,NGC 25,,NGC 25,G,15.5,Phoenix,1.43,2.49700,-57.02083,Unknown
NGC0026,NGC,,,NGC 26,,NGC 26,G,13.84,Pegasus,1.12,2.60779,25.83183,Autumn
NGC0027,NGC,,,NGC 27,,NGC 27,G,14.43,Andromeda,1.22,2.63654,28.99625,Autumn
NGC0028,NGC,,,NGC 28,,NGC 28,G,15.8,Phoenix,0.92,2.60517,-56.98914,Unknown
NGC0030,NGC,,,NGC 30,,NGC 30,**,,Pegasus,,2.71162,21.97697,Autumn
NGC0031,NGC,,,NGC 31,,NGC 31,G,14.58,Phoenix,1.17,2.65996,-56.98650,Unknown
NGC0032,NGC,,,NGC 32,,NGC 32,*,,Pegasus,,2.72329,18.79600,Autumn
NGC0033,NGC,,,NGC 33,,NGC 33,**,,Pisces,,2.73600,3.67592,Autumn
NGC0035,NGC,,,NGC 35,,NGC 35,G,14.88,Cetus,0.76,2.79367,-12.02092,Autumn
NGC0036,NGC,,,NGC 36,,NGC 36,G,14.39,Pisces,2.14,2.84292,6.38936,Autumn
NGC0037,NGC,,,NGC 37,,NGC 37,G,14.94,Phoenix,1.11,2.84554,-56.95733,Unknown
NGC0038,NGC,,,NGC 38,,NGC 38,G,14.34,Pisces,1.14,2.94579,-5.58628,Autumn
NGC0039,NGC,,,NGC 39,,NGC 39,G,14.34,Andromeda,1.10,3.07858,31.06108,Autumn
NGC0040,Caldwell,,C2,NGC 40,Bow-Tie nebula,"C2,NGC 40,Bow-Tie nebula",PN,11.89,Cepheus,0.80,3.25429,72.52194,Winter
NGC0041,NGC,,,NGC 41,,NGC 41,G,14.52,Pegasus,0.94,3.19988,22.02339,Autumn
NGC0042,NGC,,,NGC 42,,NGC 42,G,15.07,Pegasus,0.86,3.23479,22.10031,Autumn
NGC0043,NGC,,,NGC 43,,NGC 43,G,13.87,Andromeda,1.39,3.25313,30.91528,Autumn
NGC0044,NGC,,,NGC 44,,NGC 44,**,,Andromeda,,3.30583,31.28625,Autumn
NGC0045,NGC,,,NGC 45,,NGC 45,G,10.44,Cetus,6.18,3.51662,-23.18208,Autumn
NGC0046,NGC,,,NGC 46,,NGC 46,*,11.68,Pisces,,3.54108,5.98769,Autumn
NGC0047,NGC,,,NGC 47,,"NGC 47,NGC 58",G,13.5,Cetus,1.35,3.62767,-7.16744,Autumn
NGC0048,NGC,,,NGC 48,,NGC 48,G,14.93,Andromeda,1.34,3.50913,48.23486,Autumn
NGC0049,NGC,,,NGC 49,,NGC 49,G,15.2,Andromeda,0.93,3.59346,48.24661,Autumn
NGC0050,NGC,,,NGC 50,,NGC 50,G,12.79,Cetus,2.04,3.68571,-7.34508,Autumn
NGC0051,NGC,,,NGC 51,,NGC 51,G,14.44,Andromeda,1.40,3.64550,48.25569,Autumn
NGC0052,NGC,,,NGC 52,,NGC 52,G,14.34,Pegasus,2.26,3.66712,18.58203,Autumn
NGC0053,NGC,,,NGC 53,,NGC 53,G,12.64,Tucana,1.54,3.67854,-60.32875,Unknown
NGC0054,NGC,,,NGC 54,,NGC 54,G,14.31,Cetus,1.35,3.78196,-7.10672,Autumn
NGC0055,Caldwell,,C72,NGC 55,,"C72,NGC 55",G,8.54,Sculptor,29.85,3.72333,-39.19664,Unknown
NGC0056,NGC,,,NGC 56,,NGC 56,Other,,Pisces,,3.83608,12.44453,Autumn
NGC0057,NGC,,,NGC 57,,NGC 57,G,11.65,Pisces,2.11,3.87862,17.32853,Autumn
NGC0059,NGC,,,NGC 59,,NGC 59,G,12.45,Cetus,2.38,3.85471,-21.44439,Autumn
NGC0060,NGC,,,NGC 60,,NGC 60,G,14.86,Pisces,1.03,3.99267,-0.30353,Autumn
NGC0061,NGC,,,NGC 61,,NGC 61,GPair,,Cetus,1.50,4.10083,-6.31944,Autumn
NGC0061A,NGC,,,NGC 61A,,NGC 61A,G,14.1,Cetus,1.48,4.10142,-6.32192,Autumn
NGC0061B,NGC,,,NGC 61B,,NGC 61B,G,14.04,Cetus,1.34,4.10029,-6.31886,Autumn
NGC0062,NGC,,,NGC 62,,NGC 62,G,14.29,Cetus,0.99,4.27258,-13.48711,Autumn
NGC0063,NGC,,,NGC 63,,NGC 63,G,12.53,Pisces,1.72,4.43967,11.45033,Autumn
NGC0064,NGC,,,NGC 64,,NGC 64,G,14.09,Cetus,1.38,4.37654,-6.82461,Autumn
NGC0065,NGC,,,NGC 65,,NGC 65,G,14.67,Cetus,1.02,4.74462,-22.88036,Autumn
NGC0066,NGC,,,NGC 66,,NGC 66,G,14.12,Cetus,1.24,4.77058,-22.93639,Autumn
NGC0067,NGC,,,NGC 67,,"NGC 67,NGC 67A",G,16.47,Andromeda,0.49,4.55079,30.05553,Autumn
NGC0068,NGC,,,NGC 68,,NGC 68,G,14.42,Andromeda,1.29,4.57704,30.07175,Autumn
NGC0069,NGC,,,NGC 69,,NGC 69,G,14.71,Andromeda,0.60,4.58546,30.03997,Autumn
NGC0070,NGC,,,NGC 70,,"NGC 70,IC 1539",G,14.5,Andromeda,1.69,4.59392,30.07958,Autumn
NGC0071,NGC,,,NGC 71,,NGC 71,G,14.09,Andromeda,1.95,4.59825,30.06325,Autumn
NGC0072,NGC,,,NGC 72,,NGC 72,G,13.56,Andromeda,1.16,4.61821,30.04069,Autumn
NGC0072A,NGC,,,NGC 72A,,NGC 72A,G,14.64,Andromeda,0.38,4.64292,30.03639,Autumn
NGC0073,NGC,,,NGC 73,,NGC 73,G,14.37,Cetus,1.68,4.66254,-15.32225,Autumn
NGC0074,NGC,,,NGC 74,,NGC 74,G,15.64,Andromeda,0.83,4.70558,30.06197,Autumn
NGC0075,NGC,,,NGC 75,,NGC 75,G,14.64,Pisces,1.82,4.85971,6.44936,Autumn
NGC0076,NGC,,,NGC 76,,NGC 76,G,14.06,Andromeda,1.28,4.90746,29.93386,Autumn
NGC0077,NGC,,,NGC 77,,NGC 77,G,15.92,Cetus,0.48,5.00687,-22.53211,Autumn
NGC0078,NGC,,,NGC 78,,NGC 78,GPair,,Pisces,1.90,5.11083,0.82972,Autumn
NGC0078A,NGC,,,NGC 78A,,NGC 78A,G,13.72,Pisces,1.17,5.10746,0.82633,Autumn
NGC0078B,NGC,,,NGC 78B,,NGC 78B,G,13.5,Pisces,1.00,5.11462,0.83356,Autumn
NGC0079,NGC,,,NGC 79,,NGC 79,G,15.16,Andromeda,0.79,5.26187,22.56658,Autumn
NGC0080,NGC,,,NGC 80,,NGC 80,G,12.3,Andromeda,1.82,5.29521,22.35719,Autumn
NGC0081,NGC,,,NGC 81,,NGC 81,G,16.37,Andromeda,0.41,5.30529,22.38289,Autumn
NGC0082,NGC,,,NGC 82,,NGC 82,*,,Andromeda,,5.32313,22.46036,Autumn
NGC0083,NGC,,,NGC 83,,NGC 83,G,12.55,Andromeda,1.25,5.34333,22.43361,Autumn
NGC0084,NGC,,,NGC 84,,NGC 84,*,,Andromeda,,5.33854,22.61969,Autumn
NGC0085,NGC,,,NGC 85,,"NGC 85,NGC 85A",G,15.79,Andromeda,0.69,5.35637,22.51178,Autumn
NGC0085B,NGC,,,NGC 85B,,"NGC 85B,IC 1546",G,15.51,Andromeda,1.06,5.37083,22.50583,Autumn
NGC0086,NGC,,,NGC 86,,NGC 86,G,14.85,Andromeda,0.75,5.36904,22.55642,Autumn
NGC0087,NGC,,,NGC 87,,NGC 87,G,14.26,Phoenix,0.86,5.30946,-48.62822,Unknown
NGC0088,NGC,,,NGC 88,,NGC 88,G,14.41,Phoenix,0.85,5.34217,-48.64017,Unknown
NGC0089,NGC,,,NGC 89,,NGC 89,G,13.49,Phoenix,1.24,5.35150,-48.66531,Unknown
NGC0090,NGC,,,NGC 90,,NGC 90,G,13.77,Andromeda,0.98,5.46417,22.40000,Autumn
NGC0091,NGC,,,NGC 91,,NGC 91,*,15.2,Andromeda,,5.46550,22.36836,Autumn
NGC0092,NGC,,,NGC 92,,NGC 92,G,13.19,Phoenix,1.65,5.38208,-48.62475,Unknown
NGC0093,NGC,,,NGC 93,,NGC 93,G,13.27,Andromeda,1.30,5.51346,22.40808,Autumn
NGC0094,NGC,,,NGC 94,,NGC 94,G,15.4,Andromeda,0.51,5.55637,22.48306,Autumn
NGC0095,NGC,,,NGC 95,,NGC 95,G,12.61,Pisces,1.46,5.55642,10.49158,Autumn
NGC0096,NGC,,,NGC 96,,NGC 96,G,15.49,Andromeda,0.68,5.57379,22.54625,Autumn
NGC0097,NGC,,,NGC 97,,NGC 97,G,13.41,Andromeda,1.32,5.62500,29.74536,Autumn
NGC0098,NGC,,,NGC 98,,NGC 98,G,12.7,Phoenix,1.62,5.70642,-45.26900,Unknown
NGC0099,NGC,,,NGC 99,,NGC 99,G,13.78,Pisces,1.05,5.99746,15.77042,Autumn
NGC0100,NGC,,,NGC 100,,NGC 100,G,13.21,Pisces,3.55,6.01183,16.48639,Autumn
NGC0101,NGC,,,NGC 101,,NGC 101,G,12.84,Sculptor,1.93,5.97754,-32.53617,Unknown
NGC0102,NGC,,,NGC 102,,NGC 102,G,14.38,Cetus,0.94,6.15221,-13.95636,Autumn
NGC0103,NGC,,,NGC 103,,NGC 103,OCl,9.8,Cassiopeia,2.70,6.31833,61.32347,Autumn
NGC0104,Caldwell,,C106,NGC 104,47 Tuc Cluster,"C106,NGC 104,47 Tuc Cluster",GCl,4.09,Tucana,31.80,6.02233,-72.08144,Unknown
NGC0105,NGC,,,NGC 105,,NGC 105,G,13.2,Pisces,0.81,6.31992,12.88386,Autumn
NGC0106,NGC,,,NGC 106,,NGC 106,G,14.53,Pisces,0.93,6.18229,-5.14875,Autumn
NGC0107,NGC,,,NGC 107,,NGC 107,G,15.03,Cetus,0.78,6.42583,-8.28281,Autumn
NGC0108,NGC,,,NGC 108,,NGC 108,G,13.26,Andromeda,1.69,6.49887,29.21206,Autumn
NGC0109,NGC,,,NGC 109,,NGC 109,G,13.74,Andromeda,1.05,6.56100,21.80731,Autumn
NGC0110,NGC,,,NGC 110,,NGC 110,OCl,,Cassiopeia,3.90,6.85421,71.39153,Winter
NGC0111,NGC,,,NGC 111,,NGC 111,Other,,Cetus,,6.66004,-2.62497,Autumn
NGC0112,NGC,,,NGC 112,,NGC 112,G,14.45,Andromeda,1.02,6.70304,31.70331,Autumn
NGC0113,NGC,,,NGC 113,,NGC 113,G,14.01,Cetus,1.23,6.72767,-2.50089,Autumn
NGC0114,NGC,,,NGC 114,,NGC 114,G,14.69,Cetus,0.98,6.74263,-1.78625,Autumn
NGC0115,NGC,,,NGC 115,,NGC 115,G,13.72,Sculptor,2.09,6.69283,-33.67708,Unknown
NGC0116,NGC,,,NGC 116,,NGC 116,G,14.7,Cetus,1.08,6.77179,-7.66825,Autumn
NGC0117,NGC,,,NGC 117,,NGC 117,G,15.41,Cetus,1.00,6.79612,1.33372,Autumn
NGC0118,NGC,,,NGC 118,,NGC 118,G,14.83,Cetus,0.80,6.81758,-1.78014,Autumn
NGC0119,NGC,,,NGC 119,,NGC 119,G,15.7,Phoenix,1.20,6.74004,-56.97806,Unknown
NGC0120,NGC,,,NGC 120,,NGC 120,G,14.56,Cetus,1.51,6.87533,-1.51347,Autumn
NGC0121,NGC,,,NGC 121,,NGC 121,GCl,11.24,Tucana,3.80,6.70104,-71.53567,Unknown
NGC0122,NGC,,,NGC 122,,NGC 122,*,,Cetus,,6.90971,-1.64047,Autumn
NGC0123,NGC,,,NGC 123,,NGC 123,*,,Cetus,,6.91662,-1.62764,Autumn
NGC0124,NGC,,,NGC 124,,NGC 124,G,13.73,Cetus,1.26,6.96817,-1.81019,Autumn
NGC0125,NGC,,,NGC 125,,NGC 125,G,12.34,Pisces,1.40,7.20913,2.83886,Autumn
NGC0126,NGC,,,NGC 126,,NGC 126,G,15.46,Pisces,0.71,7.28375,2.81111,Autumn
NGC0127,NGC,,,NGC 127,,NGC 127,G,15.32,Pisces,0.93,7.30154,2.87269,Autumn
NGC0128,NGC,,,NGC 128,,NGC 128,G,11.63,Pisces,3.16,7.31275,2.86406,Autumn
NGC0129,NGC,,,NGC 129,,NGC 129,OCl,6.5,Cassiopeia,5.40,7.49246,60.21117,Autumn
NGC0130,NGC,,,NGC 130,,NGC 130,G,14.81,Pisces,0.72,7.32729,2.87044,Autumn
NGC0131,NGC,,,NGC 131,,NGC 131,G,13.21,Sculptor,1.81,7.41050,-33.25975,Unknown
NGC0132,NGC,,,NGC 132,,NGC 132,G,13.71,Cetus,1.60,7.54462,2.09344,Autumn
NGC0133,NGC,,,NGC 133,,NGC 133,OCl,9.4,Cassiopeia,2.10,7.82067,63.35261,Autumn
NGC0134,NGC,,,NGC 134,,NGC 134,G,10.31,Sculptor,8.38,7.59154,-33.24403,Unknown
NGC0135,NGC,,,NGC 135,,"NGC 135,IC 26",G,15.01,Cetus,0.66,7.94142,-13.33747,Autumn
NGC0136,NGC,,,NGC 136,,NGC 136,OCl,,Cassiopeia,3.30,7.87829,61.50925,Autumn
NGC0137,NGC,,,NGC 137,,NGC 137,G,12.79,Pisces,1.38,7.74208,10.20842,Autumn
NGC0138,NGC,,,NGC 138,,NGC 138,G,14.73,Pisces,1.25,7.74683,5.15975,Autumn
NGC0139,NGC,,,NGC 139,,NGC 139,G,15.45,Pisces,0.77,7.77667,5.07875,Autumn
NGC0140,NGC,,,NGC 140,,NGC 140,G,14.16,Andromeda,0.87,7.83529,30.79250,Autumn
NGC0141,NGC,,,NGC 141,,NGC 141,G,15.33,Pisces,0.86,7.82267,5.17975,Autumn
NGC0142,NGC,,,NGC 142,,NGC 142,G,14.55,Cetus,0.97,7.78367,-22.61867,Autumn
NGC0143,NGC,,,NGC 143,,NGC 143,G,15.31,Cetus,1.06,7.81508,-22.55994,Autumn
NGC0144,NGC,,,NGC 144,,NGC 144,G,14.36,Cetus,0.82,7.83613,-22.64572,Autumn
NGC0145,NGC,,,NGC 145,,NGC 145,G,12.75,Cetus,1.76,7.94058,-5.15264,Autumn
NGC0146,NGC,,,NGC 146,,NGC 146,OCl,9.1,Cassiopeia,3.60,8.26642,63.30900,Autumn
NGC0147,Caldwell,,C17,NGC 147,,"C17,NGC 147",G,9.72,Cassiopeia,9.40,8.30050,48.50875,Autumn
NGC0148,NGC,,,NGC 148,,NGC 148,G,12.16,Sculptor,1.98,8.56458,-31.78600,Unknown
NGC0149,NGC,,,NGC 149,,NGC 149,G,14.96,Andromeda,0.91,8.45942,30.72342,Autumn
NGC0150,NGC,,,NGC 150,,NGC 150,G,11.41,Sculptor,3.54,8.56450,-27.80358,Autumn
NGC0151,NGC,,,NGC 151,,"NGC 151,NGC 153",G,11.66,Cetus,3.74,8.51162,-9.70533,Autumn
NGC0152,NGC,,,NGC 152,,NGC 152,OCl,12.26,Tucana,3.00,8.21858,-73.12039,Unknown
NGC0154,NGC,,,NGC 154,,NGC 154,G,15.18,Cetus,1.01,8.58113,-12.65631,Autumn
NGC0155,NGC,,,NGC 155,,NGC 155,G,14.15,Cetus,1.49,8.66700,-10.76650,Autumn
NGC0156,NGC,,,NGC 156,,NGC 156,**,,Cetus,,8.64925,-8.34006,Autumn
NGC0157,NGC,,,NGC 157,,NGC 157,G,13.11,Cetus,3.70,8.69483,-8.39644,Autumn
NGC0158,NGC,,,NGC 158,,NGC 158,**,,Cetus,,8.77333,-8.34572,Autumn
NGC0159,NGC,,,NGC 159,,NGC 159,G,14.87,Phoenix,1.40,8.64804,-55.78997,Unknown
NGC0160,NGC,,,NGC 160,,NGC 160,G,12.66,Andromeda,1.98,9.01692,23.95789,Autumn
NGC0161,NGC,,,NGC 161,,NGC 161,G,14.36,Cetus,1.36,8.89142,-2.84869,Autumn
NGC0162,NGC,,,NGC 162,,NGC 162,*,,Andromeda,,9.03858,23.96242,Autumn
NGC0163,NGC,,,NGC 163,,NGC 163,G,12.74,Cetus,1.43,8.99929,-10.12169,Autumn
NGC0164,NGC,,,NGC 164,,NGC 164,G,15.95,Pisces,0.53,9.13713,2.74978,Autumn
NGC0165,NGC,,,NGC 165,,NGC 165,G,13.19,Cetus,1.63,9.12050,-10.10617,Autumn
NGC0166,NGC,,,NGC 166,,NGC 166,G,15.18,Cetus,0.89,8.95325,-13.61064,Autumn
NGC0167,NGC,,,NGC 167,,NGC 167,G,14.32,Cetus,0.97,8.84621,-23.37500,Autumn
NGC0168,NGC,,,NGC 168,,NGC 168,G,14.88,Cetus,1.31,9.16108,-22.59350,Autumn
NGC0169,NGC,,,NGC 169,,NGC 169,G,13.1,Andromeda,1.53,9.21500,23.99092,Autumn
NGC0169A,NGC,,,NGC 169A,,"NGC 169A,IC 1559",G,13.68,Andromeda,0.83,9.21804,23.98497,Autumn
NGC0170,NGC,,,NGC 170,,NGC 170,G,15.36,Cetus,0.70,9.19092,1.88647,Autumn
NGC0171,NGC,,,NGC 171,,"NGC 171,NGC 175",G,12.25,Cetus,2.06,9.33971,-19.93425,Autumn
NGC0172,NGC,,,NGC 172,,NGC 172,G,13.52,Cetus,2.04,9.30671,-22.58703,Autumn
NGC0173,NGC,,,NGC 173,,NGC 173,G,13.45,Cetus,2.09,9.30196,1.94225,Autumn
NGC0174,NGC,,,NGC 174,,NGC 174,G,13.8,Sculptor,1.57,9.24558,-29.47783,Summer
NGC0176,NGC,,,NGC 176,,NGC 176,OCl,13.01,Tucana,1.20,8.99113,-73.16639,Unknown
NGC0177,NGC,,,NGC 177,,NGC 177,G,14.15,Cetus,2.11,9.39308,-22.54925,Autumn
NGC0178,NGC,,,NGC 178,,"NGC 178,IC 39",G,12.57,Cetus,2.11,9.78500,-14.17283,Autumn
NGC0179,NGC,,,NGC 179,,NGC 179,G,13.21,Cetus,1.12,9.44283,-17.84947,Autumn
NGC0180,NGC,,,NGC 180,,NGC 180,G,14.19,Pisces,2.20,9.49042,8.63519,Autumn
NGC0181,NGC,,,NGC 181,,NGC 181,G,15.53,Andromeda,0.86,9.59671,29.47258,Autumn
NGC0182,NGC,,,NGC 182,,NGC 182,G,12.57,Pisces,1.86,9.55158,2.72856,Autumn
NGC0183,NGC,,,NGC 183,,NGC 183,G,12.74,Andromeda,1.02,9.62246,29.51122,Autumn
NGC0184,NGC,,,NGC 184,,NGC 184,G,15.46,Andromeda,0.73,9.64908,29.44761,Autumn
NGC0185,Caldwell,,C18,NGC 185,,"C18,NGC 185",G,9.2,Cassiopeia,12.94,9.74154,48.33739,Autumn
NGC0186,NGC,,,NGC 186,,NGC 186,G,14.72,Pisces,1.39,9.60542,3.16644,Autumn
NGC0187,NGC,,,NGC 187,,NGC 187,G,14,Cetus,1.53,9.87671,-14.65631,Autumn
NGC0188,Caldwell,,C1,NGC 188,,"C1,NGC 188",OCl,8.1,Cepheus,17.70,11.86471,85.26964,Winter
NGC0189,NGC,,,NGC 189,,NGC 189,OCl,8.8,Cassiopeia,2.70,9.89875,61.09447,Autumn
NGC0190,NGC,,,NGC 190,,NGC 190,GPair,,Pisces,1.10,9.72792,7.05972,Autumn
NGC0190 NED01,NGC,,,NGC0190 NED01,,"NGC0190 NED01,NGC 190N",G,14.93,Pisces,0.93,9.72783,7.06269,Autumn
NGC0190 NED02,NGC,,,NGC0190 NED02,,"NGC0190 NED02,NGC 190S",G,15.71,Pisces,0.72,9.72804,7.05672,Autumn
