id,catalog,messier,caldwell,ngc_ic,name,all_ids,type,mag,constellation,size_arcmin,ra_deg,dec_deg,season
IC0280,IC,,,IC 280,,IC 280,Other,,Perseus,,45.76504,42.35931,Autumn
IC0283,IC,,,IC 283,,IC 283,G,17.93,Cetus,0.71,45.96025,-0.20444,Autumn
IC0284,IC,,,IC 284,,IC 284,G,11.59,Perseus,4.29,46.54129,42.37192,Autumn
IC0285,IC,,,IC 285,,IC 285,G,15.02,Eridanus,1.45,46.02592,-12.01544,Autumn
IC0286,IC,,,IC 286,,IC 286,Other,,Eridanus,,46.19675,-6.48453,Autumn
IC0287,IC,,,IC 287,,IC 287,G,15.36,Eridanus,0.81,46.24092,-12.07044,Autumn
IC0288,IC,,,IC 288,,IC 288,G,14.95,Perseus,1.01,46.88713,42.38756,Autumn
IC0289,IC,,,IC 289,,IC 289,PN,13.2,Cassiopeia,0.58,47.58025,61.31678,Winter
IC0290,IC,,,IC 290,,"IC 290,IC 1884",G,15.43,Perseus,1.24,47.42808,40.97422,Autumn
IC0291,IC,,,IC 291,,IC 291,G,14.65,Eridanus,1.19,46.86021,-12.58744,Autumn
IC0292,IC,,,IC 292,,"IC 292,IC 1887",G,13.47,Perseus,1.19,47.55383,40.76567,Autumn
IC0293,IC,,,IC 293,,"IC 293,IC 1888",G,15.48,Perseus,1.05,47.73400,41.13711,Autumn
IC0294,IC,,,IC 294,,"IC 294,IC 1889",G,15.52,Perseus,1.49,47.76296,40.62211,Autumn
IC0295,IC,,,IC 295,,IC 295,Other,,Perseus,,47.75308,40.61525,Autumn
IC0296,IC,,,IC 296,,IC 296,Other,,Perseus,,47.76987,40.62686,Autumn
IC0297,IC,,,IC 297,,IC 297,**,,Perseus,,48.32658,42.14878,Autumn
IC0298,IC,,,IC 298,,IC 298,GPair,,Cetus,0.80,47.82875,1.31472,Autumn
IC0298A,IC,,,IC 298A,,IC 298A,G,16.12,Cetus,0.54,47.82708,1.31503,Autumn
IC0298B,IC,,,IC 298B,,IC 298B,G,15.1,Cetus,0.43,47.83137,1.31339,Autumn
IC0299,IC,,,IC 299,,IC 299,G,15.79,Eridanus,0.87,47.76062,-13.10958,Autumn
IC0300,IC,,,IC 300,,IC 300,G,16.06,Perseus,0.65,48.56675,42.41533,Autumn
IC0301,IC,,,IC 301,,IC 301,G,14.95,Perseus,1.26,48.69879,42.22264,Autumn
IC0302,IC,,,IC 302,,IC 302,G,12.89,Cetus,1.84,48.21363,4.70703,Autumn
IC0303,IC,,,IC 303,,IC 303,G,16.16,Eridanus,0.59,48.17029,-11.68994,Autumn
IC0304,IC,,,IC 304,,IC 304,G,14.74,Perseus,1.06,48.75571,37.88183,Autumn
IC0305,IC,,,IC 305,,IC 305,G,15.57,Perseus,0.79,48.76583,37.86000,Autumn
IC0306,IC,,,IC 306,,IC 306,G,15.5,Eridanus,0.71,48.25088,-11.71569,Autumn
IC0307,IC,,,IC 307,,IC 307,G,14.5,Cetus,1.60,48.43838,-0.24144,Autumn
IC0308,IC,,,IC 308,,IC 308,G,14.22,Perseus,1.16,49.06596,41.18075,Autumn
IC0309,IC,,,IC 309,,IC 309,G,14.81,Perseus,1.02,49.02621,40.80456,Autumn
IC0310,IC,,,IC 310,,IC 310,G,12.71,Perseus,1.50,49.17908,41.32497,Autumn
IC0311,IC,,,IC 311,,IC 311,G,15.65,Perseus,1.00,49.19471,40.00361,Autumn
IC0312,IC,,,IC 312,,IC 312,G,14.64,Perseus,1.19,49.53587,41.75411,Autumn
IC0313,IC,,,IC 313,,IC 313,G,14.79,Perseus,1.26,50.24125,41.89383,Autumn
IC0315,IC,,,IC 315,,IC 315,G,15.49,Cetus,0.68,49.78892,4.03856,Autumn
IC0316,IC,,,IC 316,,IC 316,GPair,,Perseus,0.80,50.33292,41.93056,Autumn
IC0316 NED01,IC,,,IC0316 NED01,,IC0316 NED01,G,15.24,Perseus,0.45,50.33313,41.92894,Autumn
IC0316 NED02,IC,,,IC0316 NED02,,IC0316 NED02,G,15.03,Perseus,1.06,50.33292,41.93192,Autumn
IC0317,IC,,,IC 317,,IC 317,G,14.87,Eridanus,0.88,49.73129,-12.74019,Winter
IC0318,IC,,,IC 318,,IC 318,G,14.72,Eridanus,1.08,50.18263,-14.56822,Autumn
IC0319,IC,,,IC 319,,IC 319,*,,Perseus,,50.87104,41.41636,Autumn
IC0320,IC,,,IC 320,,IC 320,G,15.34,Perseus,1.12,51.49658,40.78903,Autumn
IC0321,IC,,,IC 321,,IC 321,G,14.79,Eridanus,1.03,51.12329,-14.98547,Autumn
IC0322,IC,,,IC 322,,IC 322,G,15.35,Taurus,0.76,51.50196,3.68056,Autumn
IC0323,IC,,,IC 323,,IC 323,Other,,Perseus,,52.38979,41.85508,Autumn
IC0325,IC,,,IC 325,,IC 325,G,15.58,Eridanus,0.83,52.70358,-7.04672,Autumn
IC0326,IC,,,IC 326,,IC 326,G,15.41,Eridanus,1.13,52.65254,-14.42556,Autumn
IC0327,IC,,,IC 327,,IC 327,G,15.21,Eridanus,0.80,52.79158,-14.69214,Autumn
IC0328,IC,,,IC 328,,IC 328,G,14.59,Eridanus,0.67,52.79563,-14.63786,Autumn
IC0329,IC,,,IC 329,,IC 329,G,15.14,Taurus,1.00,53.00571,0.27944,Autumn
IC0330,IC,,,IC 330,,IC 330,G,14.98,Taurus,1.02,53.03346,0.35339,Autumn
IC0331,IC,,,IC 331,,IC 331,G,14.83,Taurus,0.91,53.07950,0.28256,Autumn
IC0332,IC,,,IC 332,,IC 332,G,15.32,Taurus,0.97,53.15592,1.38256,Autumn
IC0333,IC,,,IC 333,,IC 333,Other,,Eridanus,,53.51408,-4.58489,Autumn
IC0334,IC,,,IC 334,,IC 334,G,11.5,Camelopardalis,2.34,56.32117,76.63831,Winter
IC0335,IC,,,IC 335,,"IC 335,IC 1963",G,12.99,Fornax,2.62,53.87933,-34.44706,Unknown
IC0336,IC,,,IC 336,,IC 336,Neb,,Taurus,,54.48767,23.36314,Autumn
IC0337,IC,,,IC 337,,IC 337,Other,,Eridanus,,54.26792,-6.72119,Winter
IC0338,IC,,,IC 338,,IC 338,G,14.94,Taurus,0.84,54.40875,3.11878,Autumn
IC0339,IC,,,IC 339,,IC 339,*,,Eridanus,,54.50929,-18.39778,Autumn
IC0340,IC,,,IC 340,,IC 340,G,14.76,Eridanus,1.61,54.87129,-13.11511,Autumn
IC0341,IC,,,IC 341,,IC 341,Neb,,Taurus,134.90,55.23204,21.96019,Autumn
IC0342,Caldwell,,C5,IC 342,,"C5,IC 342",G,9.68,Camelopardalis,19.77,56.70208,68.09636,Winter
IC0343,IC,,,IC 343,,IC 343,G,13.2,Eridanus,1.51,55.02975,-18.44347,Autumn
IC0344,IC,,,IC 344,,IC 344,G,14.92,Eridanus,0.89,55.37304,-4.66586,Autumn
IC0345,IC,,,IC 345,,IC 345,G,14.71,Eridanus,0.88,55.28804,-18.31414,Autumn
IC0346,IC,,,IC 346,,IC 346,G,12.64,Eridanus,1.95,55.43608,-18.26697,Autumn
IC0347,IC,,,IC 347,,IC 347,G,13.99,Eridanus,1.37,55.63604,-4.29864,Autumn
IC0348,IC,,,IC 348,omi Per Cloud,"IC 348,IC 1985,omi Per Cloud",Cl+N,,Perseus,10.00,56.14246,32.16283,Autumn
IC0349,IC,,,IC 349,Barnard's Merope Nebula,"IC 349,Barnard's Merope Nebula",RfN,,Taurus,25.70,56.58379,23.93981,Autumn
IC0350,IC,,,IC 350,,IC 350,G,14.95,Eridanus,1.09,56.15271,-11.80075,Autumn
IC0351,IC,,,IC 351,,IC 351,PN,11.9,Perseus,0.12,56.88754,35.04692,Autumn
IC0352,IC,,,IC 352,,IC 352,G,15.65,Eridanus,0.70,56.90596,-8.73183,Autumn
IC0353,IC,,,IC 353,,IC 353,Neb,,Taurus,181.97,58.25446,25.84800,Autumn
IC0354,IC,,,IC 354,,IC 354,Neb,,Taurus,128.82,58.49129,23.14700,Autumn
IC0355,IC,,,IC 355,,IC 355,G,15.4,Taurus,0.67,58.44275,19.97392,Autumn
IC0356,IC,,,IC 356,,IC 356,G,10.24,Camelopardalis,4.02,61.94546,69.81244,Winter
IC0357,IC,,,IC 357,,IC 357,G,14.6,Taurus,0.94,60.93333,22.15911,Autumn
IC0358,IC,,,IC 358,,IC 358,G,15.21,Taurus,1.18,60.92867,19.89494,Autumn
IC0359,IC,,,IC 359,,IC 359,G,15.39,Taurus,1.30,63.11817,27.70197,Autumn
IC0359A,IC,,,IC 359A,,IC 359A,RfN,,Taurus,15.00,64.67083,28.29000,Autumn
IC0360,IC,,,IC 360,,IC 360,Neb,,Taurus,180.00,62.26071,26.13119,Autumn
IC0361,IC,,,IC 361,,IC 361,OCl,11.7,Camelopardalis,7.20,64.71125,58.24950,Winter
IC0362,IC,,,IC 362,,IC 362,G,14.18,Eridanus,1.77,64.17679,-12.20011,Winter
IC0363,IC,,,IC 363,,IC 363,G,15.2,Taurus,0.33,64.73092,3.03303,Autumn
IC0364,IC,,,IC 364,,IC 364,G,15.27,Taurus,0.78,64.77792,3.18894,Autumn
IC0365,IC,,,IC 365,,IC 365,G,14.84,Taurus,0.88,64.80892,3.34833,Autumn
IC0366,IC,,,IC 366,,IC 366,G,15.66,Taurus,0.34,64.92308,2.35981,Autumn
IC0367,IC,,,IC 367,,IC 367,G,14.47,Eridanus,1.74,65.17079,-14.78106,Autumn
IC0368,IC,,,IC 368,,IC 368,G,15.08,Eridanus,0.99,65.67800,-12.61517,Autumn
IC0369,IC,,,IC 369,,IC 369,G,15.37,Eridanus,0.76,65.86758,-11.79008,Autumn
IC0370,IC,,,IC 370,,IC 370,G,14.94,Eridanus,0.99,66.00696,-9.39483,Autumn
IC0371,IC,,,IC 371,,IC 371,*,,Eridanus,,67.55246,-0.56100,Autumn
IC0372,IC,,,IC 372,,IC 372,G,15.32,Eridanus,0.97,67.51767,-5.00997,Winter
IC0373,IC,,,IC 373,,IC 373,G,15.04,Eridanus,0.98,67.67817,-4.87025,Autumn
IC0374,IC,,,IC 374,,IC 374,G,15.81,Taurus,0.23,68.13646,16.63417,Winter
IC0375,IC,,,IC 375,,IC 375,G,15.24,Eridanus,0.82,67.76308,-12.97397,Autumn
IC0376,IC,,,IC 376,,IC 376,G,16.05,Eridanus,0.59,67.80746,-12.43336,Autumn
IC0377,IC,,,IC 377,,IC 377,G,14.84,Eridanus,1.00,67.81892,-12.45508,Autumn
IC0378,IC,,,IC 378,,IC 378,G,15.6,Eridanus,0.79,67.86633,-12.29975,Winter
IC0379,IC,,,IC 379,,IC 379,G,14.7,Eridanus,0.93,67.96221,-7.23836,Autumn
IC0380,IC,,,IC 380,,IC 380,G,15.25,Eridanus,0.76,67.92217,-12.92703,Autumn
IC0382,IC,,,IC 382,,IC 382,G,13.53,Eridanus,1.99,69.48146,-9.51933,Autumn
IC0383,IC,,,IC 383,,IC 383,G,15.6,Taurus,0.63,69.74179,9.89253,Winter
IC0384,IC,,,IC 384,,IC 384,G,15.14,Eridanus,0.49,69.82617,-7.83911,Autumn
IC0385,IC,,,IC 385,,IC 385,G,15.41,Eridanus,1.15,69.88108,-7.09747,Autumn
IC0387,IC,,,IC 387,,IC 387,G,12.99,Eridanus,1.60,70.43421,-7.08619,Autumn
IC0388,IC,,,IC 388,,IC 388,GPair,,Eridanus,1.00,70.47221,-7.30553,Autumn
IC0388 NED01,IC,,,IC0388 NED01,,IC0388 NED01,G,16.2,Eridanus,0.54,70.46842,-7.30464,Autumn
IC0388 NED02,IC,,,IC0388 NED02,,IC0388 NED02,G,15.91,Eridanus,0.89,70.47633,-7.30647,Autumn
IC0389,IC,,,IC 389,,IC 389,G,15.07,Eridanus,1.09,70.49842,-7.31147,Autumn
IC0390,IC,,,IC 390,,IC 390,G,15.48,Eridanus,1.14,70.51613,-7.20644,Autumn
IC0391,IC,,,IC 391,,IC 391,G,12.68,Camelopardalis,1.39,74.33804,78.18883,Winter
IC0392,IC,,,IC 392,,IC 392,G,13.47,Orion,1.45,71.60733,3.50556,Winter
IC0393,IC,,,IC 393,,IC 393,G,14.87,Eridanus,0.81,71.96583,-15.52519,Autumn
IC0394,IC,,,IC 394,,IC 394,Other,,Eridanus,,72.21129,-6.28019,Winter
IC0396,IC,,,IC 396,,IC 396,G,13.08,Camelopardalis,2.38,74.49579,68.32339,Winter
IC0397,IC,,,IC 397,,IC 397,Other,,Auriga,,75.27763,40.42489,Winter
IC0398,IC,,,IC 398,,IC 398,G,,Eridanus,1.18,74.55233,-7.78025,Autumn
IC0399,IC,,,IC 399,,IC 399,G,14.8,Eridanus,0.54,75.43337,-4.28875,Winter
IC0400,IC,,,IC 400,,IC 400,G,16.7,Lepus,1.55,75.94017,-15.81908,Autumn
IC0401,IC,,,IC 401,,IC 401,G,13.94,Eridanus,1.75,76.08183,-10.07653,Autumn
IC0402,IC,,,IC 402,,IC 402,G,14.4,Eridanus,1.26,76.56179,-9.10742,Autumn
IC0403,IC,,,IC 403,,IC 403,Other,,Auriga,,78.81538,39.97211,Winter
IC0404,IC,,,IC 404,,IC 404,G,15.5,Orion,0.73,78.33167,9.75492,Winter
IC0405,Caldwell,,C31,IC 405,Flaming Star Nebula,"C31,IC 405,Flaming Star Nebula",Neb,10,Auriga,50.00,79.12283,34.35617,Winter
IC0406,IC,,,IC 406,,IC 406,Other,,Auriga,,79.45417,39.88603,Winter
IC0407,IC,,,IC 407,,IC 407,G,14.2,Lepus,1.93,79.42754,-15.52344,Winter
IC0408,IC,,,IC 408,,"IC 408,IC 2121",G,13.85,Lepus,1.95,79.93692,-25.06433,Winter
IC0409,IC,,,IC 409,,IC 409,GPair,,Orion,0.95,79.88979,3.31839,Winter
IC0410,IC,,,IC 410,,IC 410,Neb,,Auriga,40.00,80.67500,33.36667,Winter
IC0411,IC,,,IC 411,,IC 411,G,14.13,Lepus,1.36,80.07754,-25.32450,Winter
IC0412,IC,,,IC 412,,"IC 412,IC 2123",G,14.62,Orion,1.17,80.48625,3.48639,Winter
IC0413,IC,,,IC 413,,"IC 413,IC 2124",G,14.68,Orion,1.08,80.49492,3.48217,Winter
IC0414,IC,,,IC 414,,IC 414,G,14.4,Orion,0.60,80.47900,3.34203,Winter
IC0415,IC,,,IC 415,,IC 415,G,15.45,Lepus,0.76,80.34012,-15.54258,Autumn
IC0416,IC,,,IC 416,,IC 416,G,13.9,Lepus,1.41,80.98492,-17.26042,Winter
IC0417,IC,,,IC 417,,IC 417,HII,,Auriga,13.00,82.02500,34.42394,Winter
IC0418,IC,,,IC 418,,IC 418,PN,9.44,Lepus,0.20,81.86746,-12.69728,Winter
IC0419,IC,,,IC 419,,IC 419,Other,,Auriga,,82.71675,30.11792,Winter
IC0420,IC,,,IC 420,,IC 420,Neb,,Orion,6.03,83.03958,-4.50475,Winter
IC0421,IC,,,IC 421,,IC 421,G,12.6,Orion,2.96,83.03575,-7.91833,Winter
IC0422,IC,,,IC 422,,"IC 422,IC 2131",G,,Lepus,1.04,83.07729,-17.22386,Winter
IC0423,IC,,,IC 423,,IC 423,Neb,,Orion,6.00,83.34171,-0.61450,Winter
IC0424,IC,,,IC 424,,IC 424,Neb,,Orion,2.50,83.40517,-0.41314,Winter
IC0425,IC,,,IC 425,,IC 425,Other,,Auriga,,84.29133,32.42967,Winter
IC0426,IC,,,IC 426,,IC 426,Neb,,Orion,10.00,84.13075,-0.29831,Winter
IC0427,IC,,,IC 427,,IC 427,Neb,,Orion,,84.07508,-6.61644,Winter
IC0428,IC,,,IC 428,,IC 428,Neb,,Orion,,84.10088,-6.45156,Winter
IC0429,IC,,,IC 429,,IC 429,Neb,,Orion,,84.57858,-7.04050,Winter
IC0430,IC,,,IC 430,,IC 430,Neb,14.4,Orion,10.96,84.64987,-7.08311,Winter
IC0431,IC,,,IC 431,,IC 431,RfN,,Orion,8.00,85.05846,-1.46281,Winter
IC0432,IC,,,IC 432,,IC 432,RfN,,Orion,10.00,85.23325,-1.50700,Winter
IC0433,IC,,,IC 433,,IC 433,G,,Lepus,1.42,85.13063,-11.66558,Winter
IC0434,IC,,,IC 434,Flame Nebula,"IC 434,Flame Nebula,Orion B",HII,11,Orion,90.00,85.25367,-2.45378,Winter
IC0435,IC,,,IC 435,,IC 435,RfN,,Orion,3.98,85.75238,-2.31261,Winter
IC0436,IC,,,IC 436,,IC 436,Other,,Auriga,,88.41700,38.62478,Winter
IC0437,IC,,,IC 437,,IC 437,G,15.25,Lepus,0.97,87.90583,-12.56497,Winter
IC0438,IC,,,IC 438,,IC 438,G,12.07,Lepus,2.80,88.25033,-17.87608,Winter
IC0439,IC,,,IC 439,,IC 439,Other,,Auriga,,89.16463,32.02269,Winter
IC0440,IC,,,IC 440,,IC 440,G,14.2,Camelopardalis,1.77,94.80546,80.06847,Winter
IC0441,IC,,,IC 441,,IC 441,G,14.4,Lepus,1.22,90.67762,-12.49914,Winter
IC0442,IC,,,IC 442,,IC 442,G,14.04,Camelopardalis,1.25,99.04954,82.96825,Winter
IC0443,IC,,,IC 443,Gem A,"IC 443,Gem A",SNR,12,Gemini,50.00,94.15588,22.53167,Winter
IC0444,IC,,,IC 444,,IC 444,RfN,7.03,Gemini,8.00,94.64167,23.31333,Winter
IC0445,IC,,,IC 445,,IC 445,G,14.28,Camelopardalis,0.87,99.33854,67.85986,Winter
IC0446,IC,,,IC 446,,"IC 446,IC 2167",Cl+N,,Monoceros,5.00,97.77575,10.45928,Winter
IC0447,IC,,,IC 447,,"IC 447,IC 2169",HII,7.7,Monoceros,25.00,97.75133,9.89744,Winter
IC0448,IC,,,IC 448,,IC 448,HII,,Monoceros,15.00,98.18892,7.38864,Winter
IC0449,IC,,,IC 449,,IC 449,G,13.65,Camelopardalis,1.77,101.42129,71.34383,Winter
IC0450,IC,,,IC 450,,IC 450,G,14.12,Camelopardalis,1.38,103.05104,74.42708,Winter
IC0451,IC,,,IC 451,,IC 451,G,14.83,Camelopardalis,1.34,103.21671,74.48072,Winter
IC0453,IC,,,IC 453,,IC 453,*,,Canis Major,,102.29771,-16.90675,Winter
IC0454,IC,,,IC 454,,IC 454,G,14.5,Gemini,1.69,102.77625,12.92203,Winter
IC0455,IC,,,IC 455,,IC 455,G,14.27,Cepheus,1.06,113.74033,85.53719,Winter
IC0456,IC,,,IC 456,,IC 456,G,13.04,Canis Major,2.33,105.07308,-30.16378,Unknown
IC0458,IC,,,IC 458,,IC 458,G,14.38,Lynx,0.90,107.64229,50.11892,Winter
IC0459,IC,,,IC 459,,IC 459,G,15.76,Lynx,0.59,107.66121,50.17733,Winter
IC0460,IC,,,IC 460,,IC 460,G,15.34,Lynx,0.85,107.68446,50.20244,Winter
IC0461,IC,,,IC 461,,IC 461,G,15.67,Lynx,0.63,107.68767,50.08142,Winter
IC0462,IC,,,IC 462,,IC 462,*,,Lynx,,107.73254,50.18083,Winter
IC0463,IC,,,IC 463,,IC 463,G,,Lynx,0.28,107.75371,50.11769,Winter
IC0464,IC,,,IC 464,,IC 464,G,14.74,Lynx,0.80,107.76979,50.13689,Winter
IC0466,IC,,,IC 466,,IC 466,HII,12.06,Monoceros,1.00,107.16167,-4.31800,Winter
IC0467,IC,,,IC 467,,IC 467,G,12.57,Camelopardalis,1.99,112.57662,79.87253,Winter
IC0468,IC,,,IC 468,,IC 468,Other,,Canis Major,,109.32917,-13.21869,Winter
IC0469,IC,,,IC 469,,IC 469,G,13.48,Cepheus,2.35,118.99617,85.15892,Winter
IC0470,IC,,,IC 470,,IC 470,**,12.93,Lynx,,110.88125,46.07867,Winter
IC0471,IC,,,IC 471,,IC 471,G,14.22,Lynx,0.66,115.90188,49.66756,Winter
IC0472,IC,,,IC 472,,IC 472,G,14.33,Lynx,1.61,115.95975,49.61419,Winter
IC0473,IC,,,IC 473,,IC 473,Other,,Canis Minor,,115.60258,9.25528,Winter
IC0474,IC,,,IC 474,,IC 474,G,14.91,Gemini,1.27,116.53046,26.50511,Winter
IC0475,IC,,,IC 475,,IC 475,G,14.79,Gemini,0.75,116.78846,30.48881,Winter
IC0476,IC,,,IC 476,,IC 476,G,15.45,Gemini,0.62,116.81804,26.95097,Winter
IC0477,IC,,,IC 477,,IC 477,G,15.39,Gemini,1.15,118.02887,23.48303,Winter
IC0478,IC,,,IC 478,,IC 478,G,15.29,Gemini,0.66,118.42321,26.49269,Winter
IC0479,IC,,,IC 479,,IC 479,G,15.02,Gemini,0.61,118.59258,27.00883,Winter
IC0480,IC,,,IC 480,,IC 480,G,15.04,Gemini,1.75,118.84663,26.74333,Winter
IC0481,IC,,,IC 481,,IC 481,G,15.05,Gemini,0.93,119.76192,24.16064,Winter
IC0482,IC,,,IC 482,,IC 482,G,14.98,Gemini,0.63,119.94700,25.35697,Winter
IC0483,IC,,,IC 483,,IC 483,**,,Gemini,,119.96825,25.92533,Winter
IC0484,IC,,,IC 484,,IC 484,G,15.34,Gemini,0.89,120.00442,26.66586,Winter
IC0485,IC,,,IC 485,,IC 485,G,15.33,Gemini,1.17,120.08237,26.70144,Winter
IC0486,IC,,,IC 486,,IC 486,G,13.2,Gemini,0.87,120.08742,26.61353,Winter
IC0488,IC,,,IC 488,,IC 488,Other,,Cancer,,120.20629,25.90186,Winter
IC0489,IC,,,IC 489,,IC 489,*,,Cancer,,120.40725,25.99639,Winter
IC0490,IC,,,IC 490,,IC 490,G,15.66,Cancer,0.59,120.83383,25.81142,Winter
IC0491,IC,,,IC 491,,IC 491,G,15.3,Cancer,0.65,120.97917,26.52061,Winter
IC0492,IC,,,IC 492,,IC 492,G,17.19,Cancer,1.02,121.41108,26.16819,Winter
IC0493,IC,,,IC 493,,IC 493,G,14.76,Cancer,0.81,121.86496,25.13403,Winter
IC0494,IC,,,IC 494,,IC 494,G,14.26,Canis Minor,1.32,121.60050,1.03606,Winter
IC0495,IC,,,IC 495,,IC 495,G,15.49,Cancer,0.47,122.08092,9.01389,Winter
IC0496,IC,,,IC 496,,"IC 496,IC 2229",G,15.36,Cancer,0.63,122.43400,25.88161,Winter
IC0497,IC,,,IC 497,,IC 497,G,14.26,Cancer,0.78,122.52529,24.92208,Winter
IC0498,IC,,,IC 498,,IC 498,G,14.57,Canis Minor,1.21,122.37613,5.28069,Winter
IC0499,IC,,,IC 499,,IC 499,G,13.83,Camelopardalis,1.88,131.32208,85.74003,Winter
IC0500,IC,,,IC 500,,IC 500,G,,Puppis,1.77,123.16500,-16.05081,Winter
IC0501,IC,,,IC 501,,IC 501,G,15.51,Cancer,0.73,124.69829,24.53742,Winter
IC0502,IC,,,IC 502,,IC 502,G,15.43,Cancer,0.56,125.51504,8.75261,Winter
IC0503,IC,,,IC 503,,IC 503,G,14.1,Hydra,1.33,125.54450,3.26806,Winter
IC0504,IC,,,IC 504,,IC 504,G,14.25,Hydra,1.51,125.67167,4.26242,Winter
IC0505,IC,,,IC 505,,IC 505,G,14.57,Hydra,1.38,125.84029,4.37247,Winter
IC0506,IC,,,IC 506,,IC 506,G,14.69,Hydra,1.19,125.87804,4.29950,Winter
IC0508,IC,,,IC 508,,IC 508,G,14.71,Cancer,0.79,127.09296,25.12472,Winter
IC0509,IC,,,IC 509,,IC 509,G,13.22,Cancer,1.02,128.01458,24.01092,Winter
IC0510,IC,,,IC 510,,IC 510,GPair,,Hydra,0.80,128.04417,-2.16222,Winter
IC0510 NED01,IC,,,IC0510 NED01,,IC0510 NED01,G,,Hydra,0.33,128.04246,-2.16211,Winter
IC0510 NED02,IC,,,IC0510 NED02,,IC0510 NED02,G,15.09,Hydra,0.91,128.04554,-2.16239,Winter
IC0511,IC,,,IC 511,,IC 511,G,14.43,Camelopardalis,1.22,130.21021,73.48667,Winter
IC0512,IC,,,IC 512,,IC 512,G,13.11,Camelopardalis,1.72,135.95763,85.50169,Winter
IC0513,IC,,,IC 513,,IC 513,G,14.59,Hydra,1.49,128.27108,-12.35556,Winter
IC0514,IC,,,IC 514,,IC 514,G,15.29,Hydra,0.57,128.84283,-2.04706,Winter
IC0515,IC,,,IC 515,,IC 515,G,15.63,Hydra,1.04,128.88038,-1.90111,Winter
IC0516,IC,,,IC 516,,IC 516,G,15.88,Hydra,0.59,128.96154,-1.87122,Winter
IC0517,IC,,,IC 517,,IC 517,G,15.44,Hydra,0.61,129.09208,-2.05556,Winter
IC0518,IC,,,IC 518,,IC 518,Other,,Hydra,,129.02896,0.69258,Winter
IC0519,IC,,,IC 519,,IC 519,G,15.39,Hydra,0.50,130.14337,2.61133,Winter
IC0520,IC,,,IC 520,,IC 520,G,11.83,Camelopardalis,2.10,133.42608,73.49094,Winter
IC0521,IC,,,IC 521,,IC 521,G,14.75,Hydra,0.93,131.68317,2.53742,Winter
IC0522,IC,,,IC 522,,IC 522,G,13.87,Ursa Major,1.24,133.64546,57.16672,Winter
IC0523,IC,,,IC 523,,IC 523,G,14.99,Cancer,0.86,133.29717,9.14817,Winter
IC0524,IC,,,IC 524,,IC 524,G,15.07,Hydra,0.94,134.55346,-19.19192,Winter
IC0525,IC,,,IC 525,,IC 525,G,15.02,Hydra,0.95,135.34363,-1.85397,Winter
IC0526,IC,,,IC 526,,IC 526,G,14.93,Cancer,0.77,135.66992,10.84164,Winter
IC0527,IC,,,IC 527,,IC 527,G,14.72,Lynx,1.37,137.42408,37.60158,Winter
IC0528,IC,,,IC 528,,IC 528,G,15.01,Cancer,1.39,137.34396,15.79617,Winter
IC0529,IC,,,IC 529,,IC 529,G,12.3,Camelopardalis,3.21,139.63667,73.75933,Winter
IC0530,IC,,,IC 530,,IC 530,G,14.16,Cancer,1.93,138.82071,11.88569,Winter
IC0531,IC,,,IC 531,,IC 531,G,14.79,Hydra,0.79,139.46171,-0.27847,Winter
IC0532,IC,,,IC 532,,IC 532,Other,,Hydra,,139.76567,-16.75494,Winter
IC0533,IC,,,IC 533,,IC 533,G,15.72,Hydra,0.95,140.09750,-3.99203,Winter
IC0534,IC,,,IC 534,,IC 534,G,15.12,Hydra,1.19,140.31438,3.15114,Winter
IC0535,IC,,,IC 535,,IC 535,G,15.84,Hydra,0.65,140.56758,-1.04033,Winter
IC0536,IC,,,IC 536,,IC 536,G,15.09,Leo,1.09,141.16708,25.11019,Winter
IC0537,IC,,,IC 537,,IC 537,G,14.15,Hydra,1.32,141.34421,-12.39178,Winter
IC0539,IC,,,IC 539,,IC 539,G,14.31,Hydra,0.97,142.28433,-2.54914,Winter
IC0540,IC,,,IC 540,,IC 540,G,14.69,Leo,1.07,142.54304,7.90275,Winter
IC0541,IC,,,IC 541,,IC 541,Other,,Hydra,,142.62829,-4.25367,Winter
IC0542,IC,,,IC 542,,IC 542,G,15.02,Hydra,1.21,142.77592,-13.18136,Winter
IC0543,IC,,,IC 543,,IC 543,Other,,Hydra,,142.78792,-14.77250,Winter
IC0544,IC,,,IC 544,,IC 544,G,15.44,Leo,0.80,143.97242,24.89486,Winter
IC0545,IC,,,IC 545,,IC 545,G,14.79,Leo,0.56,144.02233,24.94894,Winter
IC0546,IC,,,IC 546,,IC 546,G,14.83,Hydra,1.27,143.70933,-16.38442,Winter
IC0548,IC,,,IC 548,,IC 548,G,15.28,Leo,0.76,144.58042,9.44597,Winter
IC0549,IC,,,IC 549,,IC 549,G,15,Hydra,0.60,145.18013,3.95975,Winter
IC0550,IC,,,IC 550,,IC 550,G,14.74,Hydra,1.07,145.11908,-6.94606,Winter
IC0551,IC,,,IC 551,,IC 551,G,14.56,Leo,0.81,145.25046,6.93608,Winter
IC0552,IC,,,IC 552,,IC 552,G,14.42,Leo,1.12,145.31904,10.64700,Winter
IC0553,IC,,,IC 553,,IC 553,G,14.45,Hydra,1.07,145.18804,-5.43536,Winter
IC0554,IC,,,IC 554,,"IC 554,IC 555",G,14.36,Leo,1.29,145.48704,12.29628,Winter
